province,city,river,basin,section,monitor_time,quality,water_temp,ph,ph_l,dissolvedoxygen,dissolvedoxygen_l,codmn,codmn_l,nh3-n,nh3-n_l,tp,tn,conductivity,turbidity,chlorophyll,algal_density,section_status
海南省,乐东黎族自治县,昌化江,珠江流域,乐中,2024-11-23 08:00:00,Ⅱ,24.5,6.52,-,7.86,-,0.72,-,0.025,-,0.044,0.608,93.5,14.3,,,正常
海南省,乐东黎族自治县,望楼河,珠江流域,乐罗,2024-11-23 08:00:00,Ⅱ,25.1,7.47,-,7.65,-,3.58,-,0.027,-,0.097,2.667,228.8,124.9,,,正常
江苏省,常州市,,太湖流域,九号桥,2024-11-23 08:00:00,Ⅱ,17.28,8.37,-,8.148,-,2.424,-,0.025,-,0.0789,1.84,385.4,63.7,,,正常
江苏省,南通市,九圩港河,长江流域,九圩港桥,2024-11-23 08:00:00,Ⅱ,17.04,8.26,-,8.057,-,1.675,-,0.0475,-,0.0725,1.283,377.4,42.42,,,正常
云南省,玉溪市,曲江,珠江流域,九甸大桥,2024-11-23 08:00:00,Ⅲ,17.80951,8.16348,-,8.28997,-,2.27405,-,0.04386,-,0.10487,6.38952,724.7448,57.96242,,,正常
四川省,成都市,江安河,长江流域,二江寺,2024-11-23 08:00:00,Ⅱ,17.11,7.7,-,8.078,-,2.038,-,0.1611,-,0.0927,3.113,579.7,24.3,,,正常
山东省,济宁市,南四湖,淮河流域,二级坝,2024-11-23 08:00:00,Ⅲ,13.81,8.095,-,8.18,-,3.74,-,0.025,-,0.0312,1.032,678.189,5.97,0.0006,988281,正常
辽宁省,辽阳市,二道河,辽河流域,二道河水库口,2024-11-23 08:00:00,Ⅰ,4.45349,7.94303,-,7.488,-,0.283,-,0.025,-,0.0066,4.065,444.846,1.21244,,,正常
辽宁省,沈阳市,细河,辽河流域,于台,2024-11-23 08:00:00,Ⅲ,11.02,7.252,-,8.568,-,4.872,-,0.379,-,0.161,8.053,1148.57,4.859,,,正常
天津市,蓟州区,引滦天津河,海河流域,于桥水库出口,2024-11-23 08:00:00,Ⅱ,10.14,8.023258,-,9.720833,-,2.881,-,0.1721,-,0.005,2.2051,503.919,13.54947,,,正常
山东省,菏泽市,,淮河流域,于楼,2024-11-23 08:00:00,Ⅳ,13.977,7.874,-,9.524,-,6.057,-,0.085,-,0.113,1.522,2687.68,13.764,,,正常
吉林省,通化市,鸭绿江,辽河流域,云峰,2024-11-23 08:00:00,Ⅱ,12.484,7.178,-,8.439,-,3.248,-,0.025,-,0.0279,1.35,115.488,17.8032,,,正常
湖北省,宜昌市,,长江流域,云池（白洋）,2024-11-23 08:00:00,Ⅱ,20.19,7.906,-,8.022,-,1.162,-,0.025,-,0.05,2.172,410.08,6.54,,,正常
山东省,临沂市,云蒙湖,淮河流域,云蒙湖湖心,2024-11-23 08:00:00,Ⅲ,15.203,7.7164,-,5.806,-,3.05,-,0.025,-,0.03788,4.659,447.918,5.458,0.005095,888731,正常
云南省,昭通市,长江流域,长江流域,云贵桥,2024-11-23 08:00:00,Ⅰ,13.92,7.836,-,8.662,-,0.551,-,0.025,-,0.005,2.623,419.185,24.758,,,正常
福建省,漳州市,漳江,浙闽片河流,云霄高塘渡口,2024-11-23 08:00:00,Ⅲ,23.26,6.763,-,5.057,-,0.29,-,0.1369,-,0.1431,5.6805,157.131,8.611,,,正常
江苏省,淮安市,京杭大运河（中运河段）,淮河流域,五叉河口,2024-11-23 08:00:00,Ⅱ,15.55,7.99,-,8.945,-,3.253,-,0.118,-,0.0553,1.549,693.59,62.88,,,正常
湖南省,怀化市,沅江,长江流域,五强溪,2024-11-23 08:00:00,Ⅱ,21.79,7.5361,-,6.719,-,1.15,-,0.025,-,0.0249,1.217,247.044,1.6663,,,正常
安徽省,池州市,长江,长江流域,五步沟,2024-11-23 08:00:00,Ⅱ,17.95,7.85632,-,8.93969,-,1.61122,-,0.06581,-,0.04329,1.54819,348.8914,66.47729,,,正常
安徽省,蚌埠市,怀洪新河,淮河流域,五河,2024-11-23 08:00:00,Ⅲ,14.02,7.73599,-,7.45839,-,4.7464,-,0.0887,-,0.0649,1.36615,714.6003,26.0782,,,正常
江苏省,无锡市,京杭运河,太湖流域,五牧,2024-11-23 08:00:00,Ⅲ,16.26,7.4,-,8.98,-,2.419,-,0.34,-,0.1816,4.016,488.06,87.42,,,正常
江苏省,无锡市,太湖,太湖流域,五里湖心,2024-11-23 08:00:00,Ⅳ,14.09,7.53,-,7.829,-,2.91,-,0.1653,-,0.0559,1.199,312.585,52.226,0.00284,2545850,正常
安徽省,淮南市,东淝河,淮河流域,五里闸,2024-11-23 08:00:00,Ⅲ,12.95,7.63066,-,8.09275,-,4.37578,-,0.07919,-,0.04485,1.11799,352.1196,50.40133,,,正常
河南省,安阳市,卫河,海河流域,五陵,2024-11-23 08:00:00,Ⅳ,11.87,8.507,-,8.403,-,3.108,-,0.2758,-,0.2119,9.081,1934.2,23.9,,,正常
河南省,南阳市,丹江口水库,长江流域,五龙泉,2024-11-23 08:00:00,Ⅱ,18.05,7.6594,-,8.135,-,1.996,-,0.025,-,0.0178,1.021,275.85,2.9,0.0039,864420,正常
天津市,红桥区,南运河,海河流域,井冈山桥,2024-11-23 08:00:00,Ⅱ,10.81,8.155812,-,8.852904,-,2.891,-,0.1671,-,0.0341,1.7931,875.583,17.98025,,,正常
云南省,大理白族自治州,沘江,西南诸河,交汇口,2024-11-23 08:00:00,Ⅱ,10.94,8.35203,-,9.48947,-,0.62791,-,0.025,-,0.03774,0.82327,357.7577,70.79603,,,正常
广西壮族自治区,梧州市,桂江,珠江流域,京南,2024-11-23 08:00:00,Ⅱ,22.72911,7.79712,-,7.93011,-,1.15521,-,0.025,-,0.02938,1.04612,179.8376,3.51965,,,正常
湖北省,荆门市,京山河,长江流域,京山河邓李港,2024-11-23 08:00:00,Ⅲ,14.62,8.1377,-,10.7975,-,4.214,-,0.025,-,0.1037,4.055,665.3873,2.4921,,,正常
辽宁省,铁岭市,亮子河,辽河流域,亮子河入河口,2024-11-23 08:00:00,Ⅲ,1.4,7.529,-,11.55,-,5.496,-,0.506,-,0.199,8.343,620.66,11.81,,,正常
江西省,新余市,,长江流域,仙女湖湖心岛,2024-11-23 08:00:00,Ⅳ,17.82,7.532,-,9.758,-,2.69,-,0.0969,-,0.0824,,304.011,20.453,0.00555,1.269827E+07,维护
云南省,曲靖市,以礼河,长江流域,以礼河水文站,2024-11-23 08:00:00,Ⅲ,13.14,7.704,-,7.573,-,0.9347,-,0.1859,-,0.1032,2.1307,368.1886,25.2984,,,正常
辽宁省,锦州市,小凌河,辽河流域,何家信子,2024-11-23 08:00:00,Ⅱ,6.28,8.205,-,9.42,-,2.46,-,0.029,-,0.0394,3.839,457.8,8.8,,,正常
湖北省,襄阳市,汉江,长江流域,余家湖,2024-11-23 08:00:00,Ⅱ,20.19,7.67,-,7.594,-,1.753,-,0.1219,-,0.0341,1.681,330.9835,6.07,,,正常
新疆维吾尔自治区,喀什地区,,西北诸河,依干其渡口,2024-11-23 08:00:00,Ⅰ,9.86797,7.95238,-,8.1984,-,0.43203,-,0.025,-,0.0059,0.75271,581.5237,15.75495,,,正常
湖南省,怀化市,沅江,长江流域,侯家淇,2024-11-23 08:00:00,Ⅱ,17.99,7.813,-,8.551,-,0.996,-,0.0432,-,0.0431,1.136,253.159,17.441,,,正常
河南省,信阳市,浉河,淮河流域,信阳琵琶山桥,2024-11-23 08:00:00,Ⅴ,16.61,7.14,-,4.657,-,4.4642,-,0.0391,-,0.351,4.886,588.58,31.32,,,正常
江西省,九江市,长江流域,长江流域,修水界上桥,2024-11-23 08:00:00,Ⅲ,13.74,7.67736,-,8.89751,-,5.30165,-,0.025,-,0.09093,3.05895,116.6897,47.8385,,,正常
江西省,宜春市,,长江流域,修河港口,2024-11-23 08:00:00,-3,15.63,6.35,-,8.844,-,0.605,-,,-,0.0177,0.186,61.25,0.68,,,维护
四川省,攀枝花市,金沙江,长江流域,倮果,2024-11-23 08:00:00,Ⅰ,17.29,8.45603,-,8.54382,-,0.76039,-,0.025,-,0.0062,0.53122,1071.039,8.04123,,,正常
云南省,普洱市,威远江,西南诸河,储木场,2024-11-23 08:00:00,Ⅲ,23.45,8.04182,-,5.49011,-,2.01626,-,0.025,-,0.01863,0.60918,331.1665,6.97347,,,正常
海南省,海口市,南渡江,珠江流域,儒房,2024-11-23 08:00:00,Ⅱ,23.4,7.81,-,8.81,-,1.93,-,0.07,-,0.055,1.145,3445,25.4,,,正常
安徽省,合肥市,巢湖,巢湖流域,兆河入湖区,2024-11-23 08:00:00,Ⅳ,13.86,8.284,-,10.79,-,4.163,-,0.025,-,0.0589,,322.71,223.72,0.00777,1.019048E+07,维护
河北省,石家庄市,石津总干渠,海河流域,兆通,2024-11-23 08:00:00,Ⅰ,14.18,8.634,-,10.565,-,1.3245,-,0.025,-,0.0072,1.0148,265.76,2.5,,,正常
甘肃省,武威市,大通河,黄河流域,先明峡桥,2024-11-23 08:00:00,Ⅰ,3.79337,8.32305,-,7.94995,-,1.3037,-,0.025,-,0.009,1.36847,457.3803,5.93121,,,正常
河北省,雄安新区,白洋淀,海河流域,光淀张庄,2024-11-23 08:00:00,Ⅱ,10.25,7.721,-,7.2658,-,2.276,-,0.025,-,0.0146,2.735,670.68,1.82,0.00292,867687.7,正常
河北省,承德市,瀑河,海河流域,党坝,2024-11-23 08:00:00,Ⅱ,7.68,7.958972,-,10.83497,-,1.771,-,0.025,-,0.05001,9.5711,828.008,13.7303,,,正常
安徽省,合肥市,兆河,巢湖流域,入湖口渡口,2024-11-23 08:00:00,Ⅲ,14.35,7.2723,-,8.9096,-,4.1219,-,0.025,-,0.0481,1.0971,376.849,54.9287,,,正常
江西省,南昌市,,长江流域,八一桥,2024-11-23 08:00:00,Ⅱ,18.47,8.019,-,9.537,-,1.24,-,0.1374,-,0.0449,1.01,191.725,15.394,,,正常
湖南省,岳阳市,新墙河,长江流域,八仙桥,2024-11-23 08:00:00,Ⅱ,13.61,7.0006,-,7.9961,-,2.788,-,0.1957,-,0.0668,1.5933,273.9533,28.047,,,正常
四川省,广元市,嘉陵江,长江流域,八庙沟,2024-11-23 08:00:00,Ⅰ,13.08,8.56376,-,9.49843,-,0.94633,-,0.025,-,0.01153,1.38479,369.3468,6.89561,,,正常
福建省,宁德市,霍童溪,浙闽片河流,八都,2024-11-23 08:00:00,-3,20.478,7.175,-,8.387,-,,-,0.025,-,0.0534,0.983,51.464,2.32,,,维护
北京市,房山区,小清河,海河流域,八间房漫水桥,2024-11-23 08:00:00,Ⅱ,9.1,7.985,-,10.02,-,3.54,-,0.157,-,0.094,9.0292,1084.15,6.93,,,正常
广东省,惠州市,,珠江流域,公庄河口（泰美）,2024-11-23 08:00:00,Ⅳ,20,6.99,-,6.98,-,3.847,-,0.3704,-,0.2131,3.663,225.9,59.1,,,正常
广西壮族自治区,百色市,右江,珠江流域,公篓,2024-11-23 08:00:00,Ⅲ,23.03,7.82,-,5.804,-,1.134,-,0.0378,-,0.0203,1.226,288.74,6.38,,,正常
安徽省,滁州市,池河,淮河流域,公路桥,2024-11-23 08:00:00,Ⅲ,14.82,7.0828,-,8.5017,-,5.101,-,0.4475,-,0.0925,2.431,485.2356,36.27,,,正常
重庆市,长寿区,龙溪河,长江流域,六剑滩,2024-11-23 08:00:00,Ⅲ,17.42,7.72,-,7.84,-,4.411,-,0.106,-,0.096,4.204,548.7,9.14,,,正常
甘肃省,张掖市,黑河,西北诸河,六坝桥,2024-11-23 08:00:00,Ⅲ,7.53492,8.01146,-,5.51845,-,0.51064,-,0.025,-,0.0053,1.67403,880.6808,7.67508,,,正常
吉林省,四平市,招苏台河,辽河流域,六家子,2024-11-23 08:00:00,-3,4.81,7.872,-,9.889,-,,-,1.271,-,0.1661,14.8476,936.7,36.1,,,维护
贵州省,贵阳市,乌江,长江流域,六广,2024-11-23 08:00:00,Ⅰ,18.92,7.6519,-,7.6805,-,1.3892,-,0.0285,-,0.0097,3.6519,419.7957,4.7646,,,正常
广西壮族自治区,南宁市,邕江,珠江流域,六景,2024-11-23 08:00:00,Ⅱ,24.71,7.8133,-,8.448,-,1.37,-,0.025,-,0.0356,2.227,309.015,7.205,,,正常
湖南省,岳阳市,华容河,长江流域,六门闸,2024-11-23 08:00:00,Ⅲ,14.97,7.541,-,5.7648,-,2.971,-,0.3802,-,0.0724,1.5412,461.1472,33.0421,,,正常
江苏省,无锡市,太湖,太湖流域,兰山嘴,2024-11-23 08:00:00,Ⅴ,14.06,7.881,-,10.445,-,6.851,-,0.025,-,0.1042,1.743,254.308,49.25,0.003,1.516313E+07,正常
吉林省,吉林市,松花江,松花江流域,兰旗大桥,2024-11-23 08:00:00,Ⅲ,10.18,6.916,-,8.508,-,4.138,-,0.025,-,0.0503,2.52,167.1,22.757,,,正常
江西省,九江市,博阳河,长江流域,共青城寨下,2024-11-23 08:00:00,Ⅲ,16.9,7.46,-,5.97,-,2.643,-,0.8449,-,0.1051,4.032,742.8,19.5,,,正常
安徽省,蚌埠市,沱河,淮河流域,关咀,2024-11-23 08:00:00,Ⅱ,17.94,8.21382,-,8.76012,-,2.71365,-,0.025,-,0.04021,1.95725,1044.407,172.2132,,,正常
山西省,长治市,浊漳北源,海河流域,关河水库出口,2024-11-23 08:00:00,Ⅱ,12.17,7.7882,-,6.9453,-,3.59,-,0.0706,-,0.078,1.7678,863.42,151.375,,,正常
辽宁省,鞍山市,哨子河,辽河流域,关门山大桥,2024-11-23 08:00:00,Ⅰ,5.57,7.669,-,11.493,-,1.131,-,0.025,-,0.005,4.507,412.237,0.566,,,正常
江西省,赣州市,寻邬水,珠江流域,兴宁电站,2024-11-23 08:00:00,-3,21.25,6.599165,-,4.75,-,0.927336,-,0.025,-,,2.692,104.746,7.485777,,,维护
陕西省,咸阳市,渭河,黄河流域,兴平,2024-11-23 08:00:00,Ⅱ,11.35,7.9749,-,9.3888,-,1.6676,-,0.0637,-,0.0499,7.8488,822.8983,18.4506,,,正常
江苏省,连云港市,兴庄河,淮河流域,兴庄桥,2024-11-23 08:00:00,Ⅱ,13.144,8.124,-,11.649,-,3.789,-,0.0646,-,0.0698,2.701,713.11,12.59,,,正常
吉林省,通化市,,松花江流域,兴隆,2024-11-23 08:00:00,Ⅱ,1.81,7.61,-,11.948,-,3.248,-,0.192,-,0.0623,4.007,336.863,46.001,,,正常
河北省,承德市,,海河流域,兴隆庄,2024-11-23 08:00:00,Ⅴ,4.77,8.123971,-,13.3273,-,14.211,-,0.025,-,0.20881,4.9551,430.76,425.2185,,,正常
河南省,南阳市,湍河,长江流域,内乡怀乡桥,2024-11-23 08:00:00,Ⅰ,12.2455,7.90795,-,9.32172,-,0.94463,-,0.025,-,0.01743,2.98807,540.0184,19.12041,,,正常
山西省,大同市,桑干河,海河流域,册田水库出口,2024-11-23 08:00:00,Ⅱ,7.28,8.277287,-,8.248393,-,2.571,-,0.2991,-,0.0531,1.1521,1276.987,22.88908,,,正常
海南省,文昌市,文昌河,珠江流域,农垦橡胶所一队,2024-11-23 08:00:00,Ⅰ,23.5,6.54,-,8.38,-,0.66,-,0.025,-,0.013,1.464,67.1,4.4,,,正常
河南省,安阳市,安阳河,海河流域,冯宿桥,2024-11-23 08:00:00,Ⅲ,13.89,7.6253,-,10.2227,-,1.757,-,0.5783,-,0.0905,8.7905,851.3823,31.665,,,正常
湖北省,武汉市,倒水,长江流域,冯集,2024-11-23 08:00:00,Ⅲ,16.07,7.222,-,6.88,-,4.238,-,0.633,-,0.093,1.914,220.77,46.497,,,正常
甘肃省,嘉峪关市,北大河,西北诸河,冰沟,2024-11-23 08:00:00,-3,2.24,8.26158,-,12.65915,-,,-,0.05374,-,0.008,0.90473,593.6486,,,,维护
江苏省,扬州市,仪扬河,长江流域,冻青桥,2024-11-23 08:00:00,Ⅳ,15.68,7.46,-,6.332,-,2.882,-,1.015,-,0.1464,2.331,503.3,28.21,,,正常
四川省,宜宾市,岷江,长江流域,凉姜沟,2024-11-23 08:00:00,Ⅱ,17.18,7.502176,-,8.862779,-,1.178752,-,0.025,-,0.0794459,1.958457,327.6017,8.058714,,,正常
贵州省,黔南布依族苗族自治州,羊昌河,长江流域,凤山桥边,2024-11-23 08:00:00,Ⅲ,15.1944,8.0982,-,8.6026,-,1.304,-,0.0563,-,0.1267,5.996,1028.01,0.6777,,,正常
湖南省,湘西土家族苗族自治州,酉水,长江流域,凤滩水库,2024-11-23 08:00:00,Ⅲ,22,7.8121,-,5.907,-,1.114,-,0.025,-,0.0133,1.573,304.1316,18.4462,,,正常
辽宁省,本溪市,浑江,辽河流域,凤鸣电站,2024-11-23 08:00:00,Ⅱ,10.46,7.7685,-,8.478,-,2.121,-,0.025,-,0.0228,2.649,232.31,5.726,,,正常
海南省,万宁市,太阳河,珠江流域,分洪桥,2024-11-23 08:00:00,Ⅱ,23.7,6.32,-,7.57,-,2.11,-,0.052,-,0.071,1.208,91.62,11.46,,,正常
河北省,邯郸市,清漳河,海河流域,刘家庄,2024-11-23 08:00:00,Ⅰ,8.25,7.891,-,10.899,-,1.039,-,0.025,-,0.0117,4.326,642.7543,4.89,,,正常
安徽省,亳州市,惠济河,淮河流域,刘寨村后,2024-11-23 08:00:00,Ⅲ,17.68013,8.09163,-,5.4282,-,3.87172,-,0.40257,-,0.08943,4.68151,1405.879,48.7086,,,正常
山西省,大同市,御河,海河流域,利仁皂,2024-11-23 08:00:00,Ⅲ,3.82,7.870283,-,9.118788,-,4.791,-,0.1781,-,0.10071,4.3971,1836.789,11.58999,,,正常
安徽省,亳州市,西淝河,淮河流域,利辛段,2024-11-23 08:00:00,Ⅲ,16.95,8.08,-,5.45,-,3.33,-,0.0575,-,0.0469,0.816,903.54,7.51,,,正常
河南省,鹤壁市,淇河,海河流域,前枋城,2024-11-23 08:00:00,Ⅱ,13.29,8.3519,-,10.713,-,0.727,-,0.0603,-,0.0291,10.4664,735.39,10.7,,,正常
安徽省,安庆市,长江,长江流域,前江口,2024-11-23 08:00:00,-3,18.74322,7.99355,-,8.70748,-,1.53694,-,,-,0.04662,2.22926,355.7804,23.24765,,,维护
湖北省,十堰市,剑河,长江流域,剑河口,2024-11-23 08:00:00,Ⅱ,17.54,6.92,-,8.975,-,1.291,-,0.025,-,0.0368,0.953,261.9228,6.27,,,正常
黑龙江省,大兴安岭地区,甘河,松花江流域,加格达奇上,2024-11-23 08:00:00,Ⅰ,2.42,7.747,-,11.0422,-,0.815,-,0.025,-,0.0096,0.318,73.385,4.0199,,,正常
云南省,西双版纳傣族自治州,补远江,西南诸河,勐仑大桥,2024-11-23 08:00:00,Ⅱ,21.21,8.2555,-,8.12743,-,0.70951,-,0.025,-,0.0329,0.78737,260.8084,38.32122,,,正常
云南省,西双版纳傣族自治州,南腊河,西南诸河,勐捧岔河,2024-11-23 08:00:00,-3,22.29,8.03052,-,10.54725,-,0.62925,-,0.0851,-,,1.15494,365.7953,39.64056,,,维护
重庆市,重庆市,长江流域,长江流域,化杠,2024-11-23 08:00:00,Ⅰ,10.59,7.81,-,11.24,-,1.022,-,0.025,-,0.0118,0.5685,114.47,2.09,,,正常
江苏省,南通市,北凌河,淮河流域,北凌新闸,2024-11-23 08:00:00,Ⅳ,16.84,7.98,-,5.551,-,6.214,-,0.8714,-,0.2214,3.396,1967.3,15.52,,,正常
山西省,长治市,浊漳南源,海河流域,北寨,2024-11-23 08:00:00,Ⅱ,7.47,8.0382,-,9.85,-,3.47,-,0.131,-,0.05,7.4932,1008.68,17.42,,,正常
新疆维吾尔自治区,阿勒泰地区,额尔齐斯河,西北诸河,北屯大桥,2024-11-23 08:00:00,Ⅱ,6.6456,7.21765,-,9.3647,-,2.77863,-,0.025,-,0.00953,0.89668,194.6434,3.824,,,正常
江苏省,镇江市,,长江流域,北山水库,2024-11-23 08:00:00,Ⅳ,16.27,7.34,-,4.145,-,2.498,-,0.0569,-,0.0251,0.611,412,7.17,,,正常
山西省,吕梁市,文峪河,黄河流域,北峪口,2024-11-23 08:00:00,Ⅰ,6.88,8.258397,-,9.177518,-,1.151,-,0.025,-,0.005,2.4661,660.353,6.950915,,,正常
四川省,绵阳市,通口河,长江流域,北川通口,2024-11-23 08:00:00,Ⅰ,12.8715,8.11897,-,9.81228,-,0.87094,-,0.025,-,0.02008,1.19537,299.6816,19.11711,,,正常
天津市,滨海新区,北排河,海河流域,北排水河防潮闸,2024-11-23 08:00:00,Ⅲ,12.89,8.0393,-,7.33,-,4.8194,-,0.13,-,0.059,0.8899,3272.9,37.3035,,,正常
河北省,保定市,南拒马河,海河流域,北河店,2024-11-23 08:00:00,Ⅰ,12.45,8.4149,-,10.245,-,1.315,-,0.025,-,0.0166,6.515,712.1306,4.7243,,,正常
天津市,河北区,北运河,海河流域,北洋桥,2024-11-23 08:00:00,Ⅱ,10.7,7.921,-,9.95,-,3.2,-,0.12,-,0.036,1.705,928.1,11.27,,,正常
重庆市,江津区,綦江河,长江流域,北渡,2024-11-23 08:00:00,Ⅱ,18.23,8.153,-,8.8102,-,1.104,-,0.0929,-,0.0402,2.084,628.4419,5.226,,,正常
重庆市,北碚区,嘉陵江,长江流域,北温泉,2024-11-23 08:00:00,Ⅱ,19.91,7.78151,-,6.70488,-,1.759,-,0.025,-,0.0058,1.5302,368.803,7.21379,,,正常
山东省,聊城市,高唐湖,海河流域,北湖,2024-11-23 08:00:00,Ⅱ,13.79,8.614,-,9.236,-,2.066,-,0.025,-,0.0199,1.284,995.48,6.17,0.00418,6681333,正常
安徽省,合肥市,杭埠河,巢湖流域,北闸渡口(杭埠河),2024-11-23 08:00:00,-3,15.64,7.26,-,9.36,-,2.519,-,0.124,-,,,327.36,31.67,,,维护
山东省,枣庄市,薛城大沙河,淮河流域,十字河大桥,2024-11-23 08:00:00,Ⅱ,11.326,8.018,-,8.709,-,2.089,-,0.2925,-,0.033,1.94,1301.95,8.622,,,正常
陕西省,宝鸡市,千河,黄河流域,千河公路桥,2024-11-23 08:00:00,Ⅰ,8.32,8.3405,-,10.03,-,1.264,-,0.025,-,0.0175,3.053,459.8603,17.19,,,正常
江苏省,苏州市,千灯浦,太湖流域,千灯浦口,2024-11-23 08:00:00,Ⅳ,14.75,7.055,-,6.213,-,6.8983,-,0.2349,-,0.0863,1.9957,484.629,51.28,,,正常
四川省,南充市,西河,长江流域,升钟水库铁炉寺,2024-11-23 08:00:00,Ⅱ,17.99,7.48,-,6.4,-,3.254,-,0.025,-,0.0102,2.133,453.5,8.6,,,正常
福建省,漳州市,九龙江,浙闽片河流,华安西陂,2024-11-23 08:00:00,Ⅱ,21.03245,7.090829,-,7.145727,-,0.725,-,0.137,-,0.064,1.71,275.8731,23.84101,,,正常
江苏省,徐州市,大沙河,淮河流域,华山闸,2024-11-23 08:00:00,Ⅲ,14.83,8.4,-,8.556,-,4.936,-,0.025,-,0.0648,0.801,567.7,23.37,,,正常
河南省,濮阳市,卫河,海河流域,南乐元村集,2024-11-23 08:00:00,Ⅲ,14.04,8.719,-,10.531,-,2.446,-,0.1951,-,0.1402,10.123,1748.64,25.3,,,正常
河南省,濮阳市,马颊河,海河流域,南乐水文站,2024-11-23 08:00:00,Ⅱ,12.87,7.8,-,8.022,-,2.462,-,0.068,-,0.0592,1.8127,777.2783,19.94,,,正常
河北省,雄安新区,白洋淀,海河流域,南刘庄,2024-11-23 08:00:00,Ⅲ,10.36,7.895,-,6.92,-,3.265,-,0.025,-,0.0281,3.138,815.2,8.35,0.00527,1121119,正常
云南省,文山壮族苗族自治州,南利河,西南诸河,南利大桥,2024-11-23 08:00:00,Ⅱ,20.2,8.058,-,8.2,-,0.31,-,0.025,-,0.035,1.895,305.15,7.39,,,正常
湖南省,益阳市,洞庭湖,长江流域,南嘴,2024-11-23 08:00:00,Ⅲ,17.04,7.931009,-,8.36188,-,1.24,-,0.025,-,0.032,1.4351,284.8086,46.05817,0.0009834,209659.6,正常
广西壮族自治区,北海市,南流江,珠江流域,南域,2024-11-23 08:00:00,Ⅱ,23.21118,8.03731,-,7.16903,-,2.62233,-,0.25042,-,0.08734,2.69978,7575.604,21.89568,,,正常
北京市,石景山区,永定河,海河流域,南大荒桥,2024-11-23 08:00:00,Ⅱ,8.49,8.35,-,11.21,-,2.55,-,0.025,-,0.027,1.802,989.7,37.92,,,正常
辽宁省,本溪市,太子河南支,辽河流域,南太子河入库口,2024-11-23 08:00:00,Ⅰ,1.68,7.79,-,11.996,-,0.775,-,0.025,-,0.005,3.497,111.3,1.18,,,正常
山西省,吕梁市,文峪河,黄河流域,南姚,2024-11-23 08:00:00,Ⅲ,6.81,8.0209,-,9.57,-,3.667,-,0.5077,-,0.1227,4.529,1206.13,28.5,,,正常
福建省,泉州市,东溪,浙闽片河流,南安康美桥,2024-11-23 08:00:00,Ⅲ,21.49,7.173,-,7.201,-,1.68,-,0.2627,-,0.1721,2.8193,152.188,12.106,,,正常
福建省,泉州市,西溪,浙闽片河流,南安霞东桥,2024-11-23 08:00:00,Ⅳ,21.72,6.717,-,4.028,-,1.52,-,0.4292,-,0.1895,3.4192,164.716,18.378,,,正常
河南省,济源市,小浪底水库,黄河流域,南山,2024-11-23 08:00:00,Ⅱ,14.34275,8.29293,-,9.33091,-,1.86998,-,0.025,-,0.01839,2.8263,949.1879,7.14353,0.00161,1698075,正常
广西壮族自治区,南宁市,郁江,珠江流域,南岸,2024-11-23 08:00:00,Ⅱ,24.4,8.00238,-,7.58709,-,1.29105,-,0.02598,-,0.03268,2.18485,320.2401,8.71348,,,正常
河北省,辛集,石津总干渠,海河流域,南张村,2024-11-23 08:00:00,Ⅰ,11.51,8.4756,-,11.745,-,2.0489,-,0.025,-,0.0093,1.091,266.13,4.15,,,正常
浙江省,金华市,南江,浙闽片河流,南江桥,2024-11-23 08:00:00,Ⅲ,14.72,7.783,-,9.636,-,2.18,-,0.0347,-,0.1129,4.0459,467.621,5.212,,,正常
陕西省,安康市,,长江流域,南江河出陕界,2024-11-23 08:00:00,Ⅰ,14.86,7.7114,-,9.3192,-,1.0407,-,0.0824,-,0.0146,0.9562,231.2711,11.952,,,正常
湖北省,宜昌市,长江,长江流域,南津关,2024-11-23 08:00:00,Ⅱ,22.04,7.616743,-,7.48718,-,0.92,-,0.025,-,0.058,1.6739,362.688,3.333144,0.0081238,,正常
浙江省,湖州市,頔塘,太湖流域,南浔,2024-11-23 08:00:00,Ⅱ,15.02,7.58,-,8.185,-,3.244,-,0.2121,-,0.0702,1.185,378.84,169.6,,,正常
四川省,广元市,南河,长江流域,南渡,2024-11-23 08:00:00,Ⅰ,14.28,7.92334,-,10.76277,-,0.84067,-,0.025,-,0.01585,1.57346,510.7527,3.08622,,,正常
广东省,湛江市,南渡河,珠江流域,南渡河桥,2024-11-23 08:00:00,Ⅱ,24.32,6.56,-,6.09,-,2.15,-,0.139,-,0.057,3.027,111.92,54.08,,,正常
福建省,漳州市,南溪,浙闽片河流,南溪浮宫桥,2024-11-23 08:00:00,Ⅲ,21.07,7.176,-,6.415,-,2.075,-,0.4643,-,0.1203,3.2086,4833.316,57.611,,,正常
安徽省,宣城市,,长江流域,南漪湖西湖湖心,2024-11-23 08:00:00,Ⅲ,13.69,7.402,-,10.1025,-,3.552,-,0.025,-,0.0423,1.052,211.29,84.42,0.01104,3.794096E+07,正常
河南省,安阳市,露水河,海河流域,南谷洞水库,2024-11-23 08:00:00,Ⅰ,12.66,8.8114,-,8.185,-,0.739,-,0.025,-,0.005,1.924,307.7668,2.537,,,正常
河南省,南阳市,白河,长江流域,南阳盆窑,2024-11-23 08:00:00,Ⅱ,14.35,8.39985,-,9.18344,-,3.06922,-,0.03888,-,0.02637,1.11603,315.5172,4.74134,,,正常
